CASEID,hunt_fish,scientists,education,ideology,urbanrural
401931,0,100,3,6,suburb
401948,,,1,3,
401955,0,100,7,3,city
401962,0,70,8,2,suburb
402095,0,100,,,city
402149,,,5,5,
402156,,,2,,
402163,0,100,7,,small town
402170,0,50,3,1,city
402187,0,50,2,4,small town
402217,0,70,7,2,suburb
402293,0,85,3,2,city
402309,1,85,3,2,suburb
402316,1,100,6,4,suburb
402330,0,85,3,4,suburb
402347,,44,4,6,suburb
402392,0,100,3,6,city
402439,0,100,4,,city
402446,0,95,3,2,suburb
402453,0,70,2,4,suburb
402491,,,3,,
402507,1,95,6,,rural
402538,1,75,3,6,rural
402583,0,70,6,4,suburb
402590,,,2,4,
402606,1,100,4,,city
402620,0,100,8,4,suburb
402668,,,2,,
402682,,,2,6,
402712,,,3,3,
402743,0,60,1,2,city
402750,1,60,7,5,city
402828,0,85,3,4,suburb
402859,0,70,3,4,small town
402873,0,100,6,3,suburb
402927,0,80,7,5,city
402934,0,85,6,6,small town
402941,0,100,6,4,suburb
402965,1,50,8,5,suburb
402996,0,50,6,6,suburb
403005,0,100,6,3,city
403074,0,40,6,6,small town
403098,0,85,2,4,city
403104,0,85,7,3,suburb
403142,,,6,1,
403180,1,85,3,2,rural
403210,0,90,8,3,city
403265,0,70,4,3,suburb
403326,0,85,5,5,suburb
403357,0,100,2,5,rural
403425,0,85,6,6,suburb
403449,0,50,1,3,city
403463,,85,8,6,rural
403487,,,3,,
403494,0,60,6,6,suburb
403500,1,85,6,5,city
403562,0,85,1,4,city
403593,1,100,8,6,small town
403609,0,85,6,4,suburb
403678,0,80,2,4,city
403708,0,60,8,,city
403722,0,100,3,2,small town
403777,0,50,4,4,city
403838,0,10,3,2,small town
403845,1,100,6,5,small town
403852,0,85,3,4,suburb
403876,0,100,8,,small town
403913,0,100,3,4,small town
403920,0,75,3,3,suburb
403944,0,70,6,7,small town
403951,0,85,3,2,small town
403968,,,6,2,
403999,1,70,2,7,small town
404022,0,100,4,4,city
404053,0,85,5,2,suburb
404077,0,70,6,3,small town
404114,0,100,6,4,suburb
404121,0,100,3,5,small town
404138,0,100,6,2,suburb
404244,0,60,4,,small town
404268,0,60,4,4,small town
404336,,,7,6,
404350,0,15,3,6,suburb
404381,0,95,6,3,suburb
404442,0,75,,3,suburb
404497,0,100,8,1,suburb
404503,0,100,8,4,small town
404541,0,100,7,4,city
404572,0,100,5,6,small town
404619,1,60,3,2,city
404626,0,85,6,6,small town
404657,,,3,4,
404701,1,70,3,6,small town
404725,0,100,8,2,city
404732,1,85,5,6,suburb
404749,0,100,6,,city
404763,0,85,8,2,city
404831,0,100,6,5,small town
404879,0,85,3,7,small town
404930,1,70,4,6,rural
404985,0,0,3,6,city
404992,0,100,6,2,city
405001,0,95,3,2,suburb
405018,0,90,6,6,small town
405087,0,85,3,2,city
405131,1,85,6,5,rural
405155,0,100,6,4,suburb
405162,0,85,8,3,city
405186,0,40,6,6,city
405193,0,100,3,6,small town
405209,0,100,3,3,small town
405216,0,85,2,,city
405230,0,100,1,3,city
405261,0,70,2,6,suburb
405278,1,100,7,6,rural
405292,1,85,6,6,rural
405339,1,70,4,6,rural
405346,1,100,3,3,rural
405360,0,100,3,2,small town
405391,0,70,2,,rural
405438,0,100,6,4,city
405483,,,1,4,
405490,0,70,2,,suburb
405506,0,85,7,5,small town
405544,0,100,7,2,city
405568,,,7,2,
405605,0,90,8,4,city
405612,,,1,,
405698,0,100,2,5,city
405728,,,2,,
405735,0,85,3,4,suburb
405773,0,100,5,4,city
405780,0,100,6,5,rural
405810,0,100,6,2,rural
405889,1,70,4,5,suburb
405933,1,100,5,4,city
405995,0,85,5,7,small town
406035,1,100,6,4,small town
406059,0,60,2,6,suburb
406134,,,4,7,
406141,0,85,6,3,city
406196,,,3,5,
406226,1,60,5,5,rural
406233,0,85,4,4,small town
406240,1,60,2,6,rural
406271,1,90,5,4,suburb
406295,1,85,3,4,rural
406325,0,100,3,2,city
406332,0,50,1,3,city
406394,0,85,2,6,suburb
406424,0,85,2,5,city
406479,,,2,4,
406509,0,100,2,1,small town
406516,1,85,6,4,small town
406523,1,40,2,7,city
406530,1,85,6,3,city
406585,0,,5,4,rural
406615,1,70,2,4,rural
406622,,,7,4,
406653,0,100,3,4,city
406660,0,90,6,4,city
406677,1,80,2,6,rural
406714,,,2,,
406752,,,6,3,
406790,0,85,7,6,city
406806,0,85,5,6,suburb
406820,0,100,7,2,city
406882,0,100,8,2,city
406936,0,70,2,5,rural
406974,,,1,,
407007,0,85,8,2,suburb
407052,0,70,3,3,city
407069,0,85,2,2,small town
407076,,,2,,
407106,0,100,6,3,small town
407113,0,50,2,5,city
407137,1,20,2,7,rural
407175,0,100,3,,city
407182,0,55,3,5,city
407243,0,90,7,2,suburb
407250,,70,3,6,
407298,,,7,3,
407304,1,90,4,4,city
407335,0,85,5,,suburb
407366,,,4,3,
407397,0,85,3,3,city
407410,1,100,7,4,suburb
407427,0,85,7,3,city
407496,1,100,5,4,rural
407502,0,100,3,4,suburb
407519,0,60,5,4,suburb
407595,1,0,8,7,rural
407601,0,90,3,4,small town
407618,0,100,3,2,suburb
407656,0,85,1,7,rural
407694,1,85,6,,suburb
407700,0,100,6,,small town
407717,0,85,3,2,suburb
407724,0,100,8,2,city
407731,0,70,7,4,suburb
407755,1,85,6,3,suburb
407762,0,100,5,4,suburb
407779,0,85,2,6,suburb
407816,0,95,8,2,city
407823,0,85,2,4,city
407847,0,80,1,,small town
407861,0,50,3,,small town
407953,0,50,3,7,city
407977,0,70,1,4,small town
407991,0,85,7,2,city
408000,1,50,4,4,small town
408031,0,85,7,4,suburb
408055,0,85,7,,small town
408062,1,100,2,4,rural
408109,1,100,2,3,rural
408123,1,50,1,4,rural
408154,,,3,4,
408185,0,70,6,5,rural
408192,1,85,5,4,rural
408239,0,50,3,4,rural
408253,0,85,6,7,suburb
408284,1,100,5,4,rural
408291,,,4,4,
408321,,,6,4,
408390,1,85,1,,small town
408413,0,100,6,1,suburb
408420,1,50,5,5,rural
408444,1,85,,6,city
408482,,,7,2,
408505,,,4,5,
408543,1,50,7,6,suburb
408574,0,100,6,1,city
408598,0,100,3,4,suburb
408604,,,8,,
408611,0,85,1,,rural
408628,1,65,4,,small town
408741,0,100,6,2,city
408758,1,85,7,2,suburb
408772,0,95,8,2,suburb
408789,0,50,6,4,suburb
408819,0,50,7,,small town
408826,0,100,8,2,city
408833,0,50,1,1,city
408864,,,3,,
408888,0,100,6,2,suburb
408901,0,70,2,7,city
408949,1,,3,4,city
409010,0,85,7,4,city
409041,1,50,7,7,city
409065,0,100,,1,city
409089,0,70,6,4,small town
409096,1,70,3,6,suburb
409188,,,7,6,
409195,0,60,6,3,small town
409232,1,85,4,6,suburb
409263,0,100,6,3,city
409270,0,60,3,4,small town
409331,0,50,3,6,suburb
409348,0,100,3,3,suburb
409362,0,60,3,6,small town
409379,,,4,6,
409386,1,85,6,3,small town
409423,1,85,6,3,small town
409430,,80,2,,small town
409478,0,0,7,,suburb
409492,0,50,6,,city
409508,0,100,2,3,city
409522,0,0,2,3,city
409546,0,60,2,7,small town
409553,0,100,7,3,suburb
409577,0,100,8,6,city
409591,0,100,5,5,suburb
409607,1,60,4,,small town
409621,,,1,6,
409638,0,70,1,4,city
409652,0,100,7,2,city
409669,1,70,7,3,suburb
409683,1,60,4,6,small town
409720,1,50,3,6,rural
409744,0,100,1,4,rural
409751,0,,2,,small town
409768,0,100,3,6,small town
409775,0,50,5,4,city
409812,0,95,6,4,suburb
409836,0,100,7,4,suburb
409843,1,60,8,6,city
409881,0,100,7,3,city
409928,0,100,3,4,rural
409942,0,90,6,4,small town
409980,0,60,2,,city
410010,1,100,7,5,city
410034,0,100,8,3,rural
410119,0,85,2,6,small town
410140,0,60,7,4,suburb
410157,,,2,4,
410164,0,100,6,1,city
410218,0,90,7,2,rural
410232,1,85,2,6,city
410249,1,100,2,5,city
410263,1,85,5,3,suburb
410324,0,100,6,4,city
410331,1,40,6,6,suburb
410355,1,100,2,4,small town
410362,1,85,7,5,city
410485,0,100,6,3,small town
410515,1,100,7,3,small town
410546,1,70,6,3,city
410584,1,60,7,6,small town
410591,0,90,6,3,small town
410614,0,85,6,3,suburb
410621,0,70,4,6,suburb
410645,1,60,3,7,small town
410676,0,50,3,6,small town
410690,0,70,3,6,small town
410706,0,70,4,5,small town
410751,,,8,7,
410829,0,100,2,6,rural
410874,1,50,6,6,suburb
410904,0,100,2,3,suburb
410942,0,100,4,4,suburb
410973,1,85,4,7,rural
410980,0,60,3,,small town
411006,,,6,6,
411020,0,90,6,2,suburb
411044,1,100,3,3,city
411051,1,80,6,4,small town
411075,0,70,6,4,suburb
411112,,,2,6,
411129,1,100,8,1,city
411136,0,100,3,2,suburb
411143,0,85,2,4,small town
411174,1,60,4,6,rural
411181,,,2,2,
411204,1,100,8,5,small town
411211,0,40,4,6,city
411242,1,60,4,7,small town
411303,1,100,6,5,suburb
411327,1,100,3,5,small town
411365,1,70,6,5,city
411457,0,85,3,4,city
411464,,,3,4,
411471,0,50,3,4,small town
411495,0,85,6,,city
411563,0,50,7,4,suburb
411594,0,75,6,2,city
411600,0,100,2,1,small town
411617,0,50,1,,small town
411679,0,60,3,2,suburb
411686,0,100,6,2,suburb
411709,0,100,3,4,city
411778,0,85,6,6,city
411785,0,100,5,2,suburb
411792,,,7,6,
411808,1,70,2,,small town
411815,0,50,3,4,small town
411822,,,2,2,
411839,1,85,3,4,city
411884,0,60,2,,small town
411907,0,50,4,,suburb
411945,1,100,6,4,small town
411952,,,1,7,
411976,0,100,3,4,city
411983,0,80,6,6,suburb
411990,0,,2,5,suburb
412016,0,85,,6,small town
412078,0,85,2,,rural
412085,0,90,6,2,suburb
412115,1,100,3,4,rural
412146,0,100,3,3,city
412160,0,70,7,4,suburb
412191,,,7,4,
412207,,,2,1,
412238,1,0,3,6,rural
412245,0,85,6,,suburb
412306,1,50,1,3,city
412313,0,60,5,,small town
412337,,85,1,1,small town
412344,,,2,4,
412382,0,85,2,,suburb
412429,0,85,3,2,city
412436,0,85,6,,city
412443,0,80,2,,city
412474,0,50,6,6,suburb
412504,1,60,6,4,rural
412559,,,2,,
412566,1,50,3,4,rural
412573,0,85,5,4,suburb
412580,0,85,3,5,suburb
412597,0,100,4,1,small town
412603,0,80,1,,suburb
412610,0,80,4,2,suburb
412658,0,70,7,6,city
412665,0,100,5,2,city
412702,,,6,3,
412719,1,0,6,,small town
412788,0,85,7,2,small town
412818,1,100,6,4,suburb
412825,1,70,7,6,small town
412870,,,2,4,
412887,1,100,2,,city
412924,0,50,7,2,city
412955,0,50,4,6,small town
412962,0,60,2,7,rural
413026,0,70,6,3,city
413033,0,15,1,3,suburb
413071,1,100,6,2,city
413125,,70,4,5,small town
413149,,,3,5,
413200,1,85,1,,city
413217,0,100,8,3,small town
413231,1,70,7,6,suburb
413262,0,50,7,7,small town
413286,1,85,4,,city
413293,0,100,6,2,small town
413347,0,70,8,6,small town
413378,0,85,3,,rural
413385,0,80,3,2,city
413408,0,85,7,2,city
413415,0,85,6,5,suburb
413422,0,85,7,3,suburb
413439,0,70,3,6,small town
413446,1,50,3,,city
413491,0,100,6,1,city
413538,0,50,3,2,small town
413545,0,85,7,2,suburb
413613,,50,,6,
413682,0,90,1,2,small town
413729,0,100,6,3,city
413774,1,100,3,4,rural
413781,0,100,6,2,rural
413835,0,40,6,6,city
413859,0,50,3,4,suburb
413965,0,85,5,4,city
414128,0,85,5,4,small town
414142,1,100,4,3,suburb
414166,0,70,1,,small town
414180,0,85,6,4,suburb
414203,,,6,5,
414227,0,100,6,2,city
414258,0,85,6,2,small town
414296,0,100,3,1,small town
414302,1,70,1,4,suburb
414319,0,85,6,,city
414401,0,100,8,2,city
414418,1,100,4,5,suburb
414425,0,60,3,,rural
414432,0,90,7,1,city
414449,1,85,2,3,small town
414456,0,85,5,6,city
414470,0,60,6,2,city
414494,0,85,7,2,city
414517,0,100,5,4,suburb
414548,0,50,2,2,suburb
414586,1,70,6,6,rural
414609,1,50,2,4,rural
414616,0,100,6,5,suburb
414630,1,50,6,4,rural
414661,0,100,6,6,city
414692,1,100,3,4,suburb
414708,0,85,2,,city
414715,1,70,7,4,suburb
414753,0,85,2,,city
414777,,,3,3,
414784,,,3,6,
414791,0,40,6,7,small town
414814,,85,5,4,city
414838,,,7,5,
414869,0,95,4,4,small town
414890,0,100,2,3,rural
414906,1,70,3,5,rural
414913,0,50,6,2,suburb
414951,0,95,6,2,suburb
414982,0,50,7,4,city
414999,1,100,6,4,suburb
415022,,,6,1,
415046,0,100,6,4,suburb
415060,1,85,3,3,rural
415084,0,99,8,4,small town
415107,1,75,3,5,rural
415114,0,50,7,6,small town
415183,,,3,5,
415244,1,50,4,5,small town
415282,0,85,3,,city
415312,0,100,8,5,suburb
415329,0,85,2,4,small town
415343,,,3,5,
415367,0,50,8,3,city
415374,1,50,3,2,small town
415404,0,85,4,5,rural
415459,0,70,7,4,suburb
415473,1,85,7,4,suburb
415480,0,85,3,2,city
415497,0,50,2,5,city
415510,1,60,6,5,suburb
415527,,,1,,
415541,0,85,4,,small town
415602,0,85,3,6,city
415664,0,70,3,6,small town
415688,1,85,3,6,city
415701,1,100,3,5,suburb
415725,0,85,2,7,suburb
415749,0,85,2,4,suburb
415800,1,50,6,6,small town
415831,0,60,2,6,city
415879,0,100,5,4,small town
415886,1,50,2,5,rural
415909,,,2,1,
415930,0,70,7,3,suburb
416018,0,70,6,5,suburb
416056,0,90,2,5,suburb
416063,1,100,2,,suburb
416155,0,70,1,,small town
416179,1,70,5,7,small town
416193,0,50,2,,city
416216,,,5,5,
416230,0,80,6,2,suburb
416247,1,85,2,4,city
416285,0,50,6,4,suburb
416360,0,85,3,5,city
416421,1,85,6,4,suburb
416452,0,50,6,,small town
416520,0,100,7,4,suburb
416544,0,85,7,4,suburb
416551,1,100,3,6,suburb
416575,0,50,3,5,small town
416636,0,70,3,6,city
416681,0,80,4,4,city
416704,0,60,7,4,city
416728,0,50,2,4,small town
416735,1,90,3,6,rural
416759,0,100,3,3,suburb
416773,0,50,3,,small town
416834,1,95,7,4,rural
416841,0,85,6,7,suburb
416933,1,40,2,7,rural
416940,1,100,6,3,city
416964,1,100,2,4,suburb
417028,,,5,4,
417066,0,70,2,,rural
417073,1,60,2,3,rural
417127,0,70,7,4,city
417134,0,70,7,6,small town
417158,0,100,6,3,city
417165,1,85,5,3,rural
417189,0,85,1,4,
417202,0,70,6,6,suburb
417226,1,50,1,3,suburb
417240,0,,3,,city
417295,0,100,6,3,suburb
417318,0,50,7,4,city
417370,0,85,2,4,small town
417387,0,70,2,,rural
417424,0,85,3,5,city
417455,0,85,1,,city
417462,0,50,2,,small town
417486,0,50,3,6,rural
417530,0,100,1,,city
417554,0,60,8,6,city
417578,1,86,3,6,city
417622,0,100,6,5,suburb
417653,,,2,3,
417677,0,50,3,,small town
417714,,,2,6,
417738,0,85,3,6,suburb
417752,0,75,4,4,small town
417776,0,100,2,1,suburb
417790,0,40,3,2,suburb
417882,0,100,2,4,small town
417905,,,2,,
417912,0,85,6,3,rural
417936,0,50,7,6,small town
417943,1,90,6,6,rural
417967,0,100,3,7,city
417974,1,90,3,3,suburb
417998,,,3,6,
418014,0,85,,4,suburb
418021,0,50,3,4,city
418038,1,50,3,6,small town
418069,1,30,2,,small town
418076,0,100,5,4,small town
418083,0,100,7,4,small town
418090,0,100,6,1,suburb
418106,0,85,6,2,city
418137,1,60,3,6,rural
418144,0,100,4,,small town
418168,0,85,5,4,rural
418175,0,100,3,2,city
418182,0,100,2,6,small town
418199,,85,7,6,
418205,0,100,7,2,suburb
418212,,,2,1,
418229,0,60,4,6,suburb
418250,0,100,,4,city
418267,1,85,7,6,suburb
418304,0,85,3,1,small town
418366,0,85,1,,city
418397,0,50,5,4,small town
418465,0,85,2,6,suburb
418472,0,100,6,2,small town
418489,1,100,1,,city
418496,1,100,6,4,rural
418519,1,70,6,6,rural
418526,,,2,3,
418533,1,65,6,4,small town
418540,0,85,5,2,city
418557,1,60,5,4,rural
418571,0,90,7,6,suburb
418595,1,100,7,4,city
418601,,,8,6,
418618,0,86,6,2,city
418625,1,70,6,,suburb
418656,0,100,4,4,suburb
418663,,,3,5,
418700,0,85,2,,small town
418755,0,85,2,5,small town
418786,1,100,6,2,city
418816,0,85,7,4,suburb
418823,0,70,6,5,rural
418861,,,3,1,
418878,0,100,3,,small town
418908,0,100,8,1,small town
418915,0,100,6,,small town
418946,1,80,7,5,suburb
418984,0,85,3,4,small town
419000,0,60,7,6,rural
419024,,,6,7,
419109,1,60,4,4,city
419123,1,100,2,,small town
419192,0,85,6,6,suburb
419208,0,100,3,,suburb
419215,1,85,3,7,small town
419239,0,100,2,3,city
419291,0,90,3,1,suburb
419307,1,75,4,3,rural
419352,1,70,3,5,suburb
419390,1,75,6,5,suburb
419413,1,50,3,5,small town
419444,0,100,7,2,suburb
419451,,85,2,,small town
419468,0,30,4,3,suburb
419482,0,100,7,3,suburb
419512,0,50,6,7,suburb
419550,0,85,2,5,suburb
419567,1,85,6,1,suburb
419604,0,75,3,2,suburb
419611,0,85,6,5,suburb
419710,0,100,6,4,suburb
419727,0,85,6,3,suburb
419819,0,85,6,5,suburb
419826,0,97,6,1,suburb
419833,0,60,6,4,suburb
419864,0,60,2,4,small town
419871,0,100,6,2,small town
419895,0,40,3,6,city
419932,1,90,2,4,rural
419956,1,50,2,3,small town
419970,0,,3,3,small town
419987,0,90,2,2,suburb
420000,0,70,3,6,small town
420109,0,100,6,3,suburb
420116,0,60,6,4,city
420147,1,100,6,7,small town
420161,0,85,3,4,small town
420208,,,,,
420215,,,6,4,
420239,1,60,5,,city
420246,0,50,3,3,small town
420260,0,70,3,4,suburb
420291,1,70,6,6,small town
420338,1,90,4,6,small town
420345,0,100,3,3,suburb
420352,1,100,4,,rural
420376,1,80,3,3,suburb
420390,0,85,2,4,suburb
420420,0,100,6,4,city
420499,1,95,6,4,suburb
420505,0,100,6,2,suburb
420512,0,100,2,4,city
420567,1,100,7,6,city
420581,0,85,3,3,city
420635,,,4,4,
420659,0,60,7,6,suburb
420666,0,70,4,6,small town
420673,0,80,3,4,small town
420710,1,85,6,2,small town
420734,0,100,6,4,small town
420765,0,70,7,5,suburb
420772,1,50,2,6,small town
420789,1,100,2,,small town
420826,0,85,7,3,small town
420840,0,60,7,2,suburb
420888,0,100,2,2,rural
420918,0,80,7,4,suburb
420949,0,95,3,3,suburb
420956,1,60,1,,small town
421003,1,100,2,,small town
421034,,100,2,2,small town
421058,1,100,8,2,suburb
421089,,,7,6,
421119,0,40,8,7,city
421126,0,70,6,5,suburb
421218,0,85,6,6,suburb
421232,0,85,7,4,small town
421287,1,100,7,2,small town
421324,,,6,6,
421331,1,60,6,6,suburb
421355,,,2,,
421379,1,50,6,5,suburb
421430,0,85,6,4,rural
421454,0,85,7,3,suburb
421478,0,70,3,4,suburb
421508,0,40,4,7,small town
421553,0,100,3,4,suburb
421560,1,100,2,3,city
421577,0,75,7,2,city
421584,0,100,3,4,suburb
421591,1,85,3,,suburb
421614,0,100,7,3,small town
421621,1,90,3,4,rural
421652,1,85,1,,rural
421669,0,70,5,4,small town
421706,0,85,8,2,rural
421805,0,85,5,4,small town
421843,0,85,6,2,small town
421898,0,100,6,,small town
421911,0,8,,5,small town
421928,,50,7,7,city
421942,0,50,3,6,rural
421966,0,85,2,5,city
421980,0,70,6,6,suburb
421997,1,85,6,6,rural
422020,0,100,6,3,suburb
422051,0,100,4,3,small town
422068,1,70,3,6,rural
422075,,,3,3,
422082,0,100,6,3,suburb
422167,0,70,7,6,small town
422174,1,50,7,5,city
422204,0,100,1,,city
422228,1,50,2,6,rural
422235,0,85,6,,small town
422334,0,60,8,,city
422365,,,6,4,
422372,0,100,6,2,city
422389,0,85,6,6,suburb
422402,0,70,6,7,rural
422426,0,70,5,4,suburb
422464,,,6,4,
422471,,,5,4,
422495,0,85,5,,city
422525,0,100,5,,city
422549,1,100,3,2,small town
422563,1,100,3,1,city
422587,0,85,3,4,city
422594,0,100,6,2,suburb
422617,0,85,8,7,city
422693,0,100,6,2,suburb
422709,0,100,6,2,city
422730,1,50,6,,suburb
422754,0,50,8,5,city
422761,,,2,6,
422778,0,100,7,2,city
422808,0,50,2,4,suburb
422815,1,85,7,2,city
422822,0,75,5,2,city
422846,,,5,2,
422853,0,100,2,4,city
422884,0,100,3,3,city
422976,1,85,7,7,rural
423016,0,85,7,2,city
423047,0,60,6,4,small town
423078,0,85,3,3,city
423085,,,3,6,
423108,0,100,7,7,rural
423115,1,60,2,6,small town
423122,0,100,6,3,city
423153,1,50,2,6,small town
423177,1,60,2,6,rural
423184,,,6,3,
423207,1,100,6,1,suburb
423214,1,100,5,4,city
423245,0,90,1,4,city
423269,,,6,5,
423276,0,70,6,3,rural
423283,0,85,2,4,small town
423290,1,85,6,7,city
423368,0,100,7,4,city
423375,0,85,8,4,suburb
423443,0,100,2,4,small town
423467,1,85,1,,small town
423474,0,85,2,4,city
423504,0,85,2,4,city
423511,1,80,1,5,rural
423528,0,50,6,7,suburb
423573,0,90,6,3,city
423580,,,3,,
423597,0,100,1,4,suburb
423610,0,85,6,2,suburb
423627,0,100,3,2,small town
423665,1,85,7,2,rural
423696,0,85,5,6,city
423726,,,4,6,
423757,1,70,7,3,city
423771,,,6,,
423788,0,85,6,2,city
423795,0,50,3,6,city
423801,0,80,7,1,city
423818,0,40,5,6,small town
423832,0,60,2,,city
423856,1,85,3,3,city
423870,0,75,3,6,suburb
423894,0,80,2,,rural
423917,0,100,1,4,city
423955,1,85,3,4,city
423993,0,100,3,4,suburb
424026,0,85,5,2,suburb
424040,1,100,8,4,suburb
424057,0,70,7,3,suburb
424071,0,85,,1,suburb
424095,0,100,7,3,city
424170,0,70,3,6,city
424200,0,65,6,6,rural
424224,,,4,4,
424231,0,100,7,2,suburb
424323,1,60,6,6,city
424347,1,70,2,,city
424385,0,100,8,1,small town
424439,0,50,3,6,rural
424453,1,70,5,,small town
424477,0,100,2,6,city
424521,,,6,2,
424545,1,60,6,6,city
424569,0,100,8,1,suburb
424590,0,100,6,4,rural
424613,0,85,4,6,suburb
424620,,,,7,
424651,0,95,,,suburb
424668,0,85,3,4,city
424682,1,85,6,4,suburb
424712,0,70,7,6,suburb
424835,0,70,3,6,rural
424842,0,100,6,2,city
424859,0,100,6,5,suburb
424873,1,70,6,5,rural
424880,1,100,7,4,city
424927,1,70,3,5,suburb
424934,0,100,2,4,city
424941,1,85,7,4,suburb
424958,1,85,2,4,rural
424972,1,50,1,4,small town
425005,0,100,6,,suburb
425029,0,100,7,3,small town
425074,1,100,6,4,small town
425081,0,80,6,4,small town
425098,0,1,1,1,city
425128,0,100,6,2,city
425135,0,85,6,2,suburb
425197,0,30,4,5,city
425227,0,100,2,,small town
425258,0,80,6,2,small town
425319,,,3,6,
425326,1,50,,7,rural
425388,0,85,6,2,city
425432,0,100,2,,small town
425449,0,70,2,4,suburb
425487,0,70,3,3,small town
425494,,,2,4,
425517,,,3,4,
425531,0,85,6,3,rural
425548,0,95,3,3,city
425555,,,4,4,
425579,0,100,5,5,suburb
425593,1,100,6,3,city
425609,0,85,3,3,city
425661,,,8,4,
425678,0,85,6,3,city
425692,1,100,3,4,rural
425708,1,60,2,,small town
425746,0,100,7,5,suburb
425753,1,100,2,3,suburb
425791,0,85,7,5,city
425807,0,100,6,3,suburb
425845,0,70,3,6,city
425876,0,100,6,4,suburb
425913,0,100,4,3,city
425920,,,6,5,
425951,0,80,3,,city
425975,0,100,7,4,city
425982,,,1,3,
426046,,,7,6,
426107,0,100,3,4,city
426114,0,100,6,1,suburb
426152,,,7,3,
426176,0,70,7,5,suburb
426206,0,80,2,4,suburb
